Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text,Alternate Art,Rarity
hBP02-032,"宝鐘マリン
(Houshou Marine)",,1st holomem,R,Red,130,#JP #Gen 3 #Painting #Sea,"Bloom Effect: Houshou's Pirate Crew
Reveal 1 <Houshou Marine> from your deck, and add it to hand. Then, shuffle the deck. You may only use Bloom Effect ""Houshou's Pirate Crew"" once per turn.

Arts: Keep 'Er Steady!
Cost: 2 any color
Power: 50",,
hBP02-033,"宝鐘マリン
(Houshou Marine)",,2nd holomem,RR,Red,200,#JP #Gen 3 #Painting #Sea,"Bloom Effect: Gothic Queen
You may return 1 holomem from your archive to hand. If 3 or more holomem are stacked to this holomem, deal 50 special damage to your opponent's center holomem or collab holomem.

Arts: You Guys~? Isn't Your Captain Cute?
Cost: 1 red, 2 any color
Power: 80+, +50 vs purple
This Arts gets +20 for each holomem stacked to this holomem.",,UR
hBP02-034,"百鬼あやめ
(Nakiri Ayame)",,1st Buzz holomem,RR,Red,250,#JP #Gen 2 #Shooter,"Arts: I'm grass
Cost: 1 red, 1 any color
Power: 50

Arts: Organic Shot
Cost: 1 red, 2 any color
Power: 80
If a tool or mascot is attached to this holomem, deal 30 special damage to your opponent's center holomem or collab holomem.

Extra: If this holomem is downed, you get life-2",,UR
hBP02-035,"沙花叉クロヱ
(Sakamata Chloe)",,Debut holomem,C,Blue,110,#JP #holoX #Sea,"Arts: Chomp, Chomp, Chooomp!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck",,
hBP02-036,"沙花叉クロヱ
(Sakamata Chloe)",,Debut holomem,U,Blue,60,#JP #holoX #Sea,"Collab Effect: Cleaner (Intern)
Look at the top 3 cards of your deck. Reveal 1 2nd holomem with #holoX from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.

Arts: A Reality Worth Spitting Out!
Cost: 1 any color
Power: 20",,
hBP02-037,"沙花叉クロヱ
(Sakamata Chloe)",,1st holomem,C,Blue,160,#JP #holoX #Sea,"Arts: Having the Beach to Ourselves
Cost: 1 blue, 1 any color
Power: 60",,
hBP02-038,"沙花叉クロヱ
(Sakamata Chloe)",,1st holomem,U,Blue,110,#JP #holoX #Sea,"Bloom Effect: Gonna Chomp-Chomp Your Heart! ♡
Look at the top 3 cards of your cheer deck. Reveal 1 cheer from among them, and send it to your holomem. Then, return the remaining cheers to the bottom of the cheer deck in any order.

Arts: (This is the Part Where You Cheer)
Cost: 1 any color
Power: 30",,
hBP02-039,"沙花叉クロヱ
(Sakamata Chloe)",,1st holomem,R,Blue,130,#JP #holoX #Sea,"Gift: Pui Pui Pui~
[1/Turn]If this holomem's Arts ""holoX Slots"" reveals a card, you may add 1 revealed support card to hand instead of archive.

Arts: holoX Slots
Cost: 1 blue, 1 any color
Power: 20+
You may reveal the top 3 cards of your deck:This Arts gets +20 for each holomem revealed. Then, archive the revealed cards.",,
hBP02-040,"沙花叉クロヱ
(Sakamata Chloe)",,2nd holomem,RR,Blue,190,#JP #holoX #Sea,"Gift: Top-Tier Hell Yeah!
[1/Turn]When this holomem's Arts ""holoX Slots"" reveals a card, if all 3 revealed cards are holomem with the same bloom level, your opponent gets life-1.

Arts: holoX Slots
Cost: 2 blue, 1 any color
Power: 100+, +50 vs white
You may reveal the top 3 cards of your deck:This Arts gets +20 for each holomem revealed. Then, archive the revealed cards.",,UR
hBP02-041,"猫又おかゆ
(Nekomata Okayu)",,1st Buzz holomem,RR,Blue,230,#JP #GAMERS #Kemomimi #Singing,"Gift: Poisonous Love
[Center Position Only]All <Nekomata Okayu> on your stage deal +20 special damage to your opponent's center holomem.

Arts: Poison Cat
Cost: 1 blue, 2 any color
Power: 50
You may archive 1 blue cheer from this holomem:Deal 20 special damage to your opponent's center holomem and 1 of their back holomem.

Extra: If this holomem is downed, you get life-2",,UR
hBP02-042,"紫咲シオン
(Murasaki Shion)",,Debut holomem,C,Purple,130,#JP #Gen 2,"Arts: Hey There~
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck",,
hBP02-043,"紫咲シオン
(Murasaki Shion)",,Debut holomem,U,Purple,50,#JP #Gen 2,"Collab Effect: I'll Show You Some Magic
You may roll a die once:If it is 4 or greater, reveal a card with #Magic from your deck, and add it to hand. Then, shuffle the deck.

Arts: Let's Go Together
Cost: 1 purple
Power: 30",,
hBP02-044,"紫咲シオン
(Murasaki Shion)",,1st holomem,C,Purple,170,#JP #Gen 2 #Kemomimi,"Arts: So Embarrassing
Cost: 1 any color
Power: 30

Arts: Oh Stop It, Geez~
Cost: 1 purple, 1 any color
Power: 60",,
hBP02-045,"紫咲シオン
(Murasaki Shion)",,1st holomem,U,Purple,130,#JP #Gen 2,"Bloom Effect: First Production Concert in a While!!
Look at the top 3 cards of your deck. Reveal 1 [blue holomem or purple holomem] from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.

Arts: I'm Super Duper Happy!!
Cost: 1 any color
Power: 40",,
hBP02-046,"紫咲シオン
(Murasaki Shion)",,1st holomem,R,Purple,130,#JP #Gen 2,"Bloom Effect: Magic that Interchanges
You may archive 1 card from your hand:Return 1 card with #Magic from your archive to hand.

Arts: Change the Cheer
Cost: 2 purple
Power: 30
You may roll a die once:If it is 5 or greater, reattach 1 of your opponent's cheers from stage to your opponent's holomem.",,
hBP02-047,"紫咲シオン
(Murasaki Shion)",,2nd holomem,RR,Purple,200,#JP #Gen 2,"Bloom Effect: Mischief Magic
You may roll a die once:If it is 4 or greater, reattach 1 cheer from your opponent's stage to your opponent's holomem.

Arts: Violet Magic
Cost: 2 purple, 1 any color
Power: 80, +50 vs green
Deal 20 special damage for each of your opponent's center holomem's cheers to your opponent's center holomem and collab holomem.",,UR
hBP02-048,"クレイジー・オリー
(Kureiji Ollie)",,Debut holomem,C,Purple,120,#ID #ID Gen 2 #Language,"Arts: Zombanwa!
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck",,
hBP02-049,"クレイジー・オリー
(Kureiji Ollie)",,Debut holomem,U,Purple,60,#ID #ID Gen 2 #Language,"Collab Effect: Ollie's Always Watching
Draw 1 card, then archive 1 card from your hand.

Arts: Otsu-Kureiji!
Cost: 1 any color
Power: 20",,
hBP02-050,"クレイジー・オリー
(Kureiji Ollie)",,1st holomem,C,Purple,160,#ID #ID Gen 2 #Language,"Arts: The Junior Who Adores You
Cost: 1 any color
Power: 20

Arts: Kyaa~! Sorry, senpai~!
Cost: 1 purple, 1 any color
Power: 60",,
hBP02-051,"クレイジー・オリー
(Kureiji Ollie)",,1st holomem,U,Purple,130,#ID #ID Gen 2 #Language,"Bloom Effect: Going Full Fangirl!!
You may bloom 1 of your Debut holomem with #ID Gen 2 using a holomem from your archive. You may only use Bloom Effect ""Going Full Fangirl!!"" once per turn.

Arts: Screaming My Lungs Out for My Oshi!!
Cost: 1 any color
Power: 20",,
hBP02-052,"クレイジー・オリー
(Kureiji Ollie)",,1st holomem,R,Purple,120,#ID #ID Gen 2 #Language,"Bloom Effect: True to the Path
Draw 1 card.

Arts: In the Name of Justice, I Shall...
Cost: 2 any color
Power: 40+
If a non-purple cheer is attached to this holomem, this Arts gets +20.",,
hBP02-053,"クレイジー・オリー
(Kureiji Ollie)",,2nd holomem,RR,Purple,190,#ID #ID Gen 2 #Language,"Bloom Effect: Revived Zombie
You may archive 2 cards from your hand:During this turn, this holomem gets Arts+40.

Arts: Calculated Strategy
Cost: 1 purple, 2 any color
Power: 100+, +50 vs yellow
If you have 2 or more 2nd holomem with #ID Gen 2 on your stage, this Arts gets +40.",,UR
hBP02-054,"森カリオペ
(Mori Calliope)",,Debut holomem,C,Purple,90,#EN #Myth #Singing,"Arts: First Disciple of the Grim Reaper
Cost: 1 any color
Power: 30+
If your archive has holomem, this Arts gets +10.

Extra: You may include any number of this holomem in the deck",,
hBP02-055,"森カリオペ
(Mori Calliope)",,Debut holomem,U,Purple,80,#EN #Myth #Singing,"Collab Effect: Showtime
You may archive 1 holomem from your hand:During this turn, 1 of your holomem with #Myth on stage gets Arts+20.

Arts: My Stage
Cost: 2 purple
Power: 20",,
hBP02-056,"森カリオペ
(Mori Calliope)",,1st holomem,C,Purple,110,#EN #Myth #Singing,"Arts: ""Cash-Money""
Cost: 1 Purple
Power: 50",,
hBP02-057,"森カリオペ
(Mori Calliope)",,1st holomem,U,Purple,130,#EN #Myth #Singing,"Bloom Effect: We'll Make This the Best fes
You may archive 2 holomem with the same tag from your hand:Draw 2 cards.

Arts: Hypin' It Up Together!
Cost: 1 purple, 1 any color
Power: 50",,
hBP02-058,"森カリオペ
(Mori Calliope)",,1st holomem,R,Purple,140,#EN #Myth #Singing,"Bloom Effect: What's up?
You may return 1 [<Mori Calliope's Scythe> or <Death-sensei>] from your archive to hand.

Arts: Dead Beat
Cost: 1 purple, 1 any color
Power: 30+
If a tool or mascot is attached to this holomem, this Arts gets +30.",,
hBP02-059,"森カリオペ
(Mori Calliope)",,2nd holomem,RR,Purple,200,#EN #Myth #Singing,"Bloom Effect: Soul Voice
Reveal 1 card from your deck, and archive it. Then, shuffle the deck.

Arts: Featuring Myth
Cost: 2 purple, 1 any color
Power: 80+, +50 vs blue
If you have 4 or more holomem with #Myth in your archive, this Arts gets +40. Then, if you have 8 or more, this Arts gets +40.",,UR
hBP02-060,"癒月ちょこ
(Yuzuki Choco)",,1st Buzz holomem,R,Purple,240,#JP #Gen 2 #Cooking,"Bloom Effect: Seductive Gaze
You may restore 50 HP to 1 of your back holomem:Deal 10 special damage to your opponent's center holomem for every 10 HP restored.

Arts: Uncontainable Charm
Cost: 1 purple, 2 any color
Power: 80

Extra: If this holomem is downed, you get life-2",,
hBP02-061,"一伊那尓栖
(Ninomae Ina'nis)",,Debut holomem,C,Purple,140,#EN #Myth #Painting #Sea,"Arts: WAH!
Cost: 1 any color
Power: 10

Extra: You may include any number of this holomem in the deck",,
hBP02-062,"一伊那尓栖
(Ninomae Ina'nis)",,1st holomem,C,Purple,180,#EN #Myth #Painting #Sea,"Arts: Takogram With You
Cost: 2 purple
Power: 60",,
hBP02-063,"一伊那尓栖
(Ninomae Ina'nis)",,1st holomem,U,Purple,140,#EN #Myth #Painting #Sea,"Bloom Effect: Are You Ready to WAH?
Restore 20 HP to 1 of your holomem with #Myth.

Arts: Let's have the Time of Our Lives!
Cost: 1 any color
Power: 30",,
hBP02-064,"一伊那尓栖
(Ninomae Ina'nis)",,1st Buzz holomem,RR,Purple,250,#EN #Myth #Painting #Sea,"Arts: Archaic Smile
Cost: 1 purple, 1 any color
Power: 60+
If you have 5 or more holomem with #Myth in your archive, you may reattach 1 cheer from this holomem to your other holomem. Then, if you have 10 or more, this Arts gets +50.

Extra: If this holomem is downed, you get life-2",,UR
hBP02-065,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,Debut holomem,C,Purple,90,#EN #Advent #Singing #Bird,"Arts: Hiya darlings!
Cost: 1 any color
Power: 30+
If a red cheer is attached to this holomem, this Arts gets +10.

Extra: You may include any number of this holomem in the deck",,
hBP02-066,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,1st holomem,C,Purple,150,#EN #Advent #Singing #Bird,"Arts: That Has a Nice Ring to It
Cost: 1 any color
Power: 30

Arts: Idol Songs are...
Cost: 1 purple, 1 any color
Power: 60",,
hBP02-067,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,1st holomem,U,Purple,120,#EN #Advent #Singing #Bird,"Bloom Effect: Tea Time with Nerissa
Look at the top 3 cards of your deck. Reveal 1 holomem with #Singing from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.

Arts: Tea Over Coffee
Cost: 1 any color
Power: 20",,
hBP02-068,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,2nd holomem,R,Purple,210,#EN #Advent #Singing #Bird,"Collab Effect: Demon of Sound
During this turn, your [center holomem and collab holomem] with #Singing get Arts+30.

Arts: My Affections in a Song
Cost: 1 purple, 2 any color
Power: 80, +50 vs yellow",,
hBP02-069,"魔法少女みこ
(Magical Girl Miko)",,Spot holomem,R,None,60,#holoWitches #Gen 0 #Magic,"Collab Effect: A Prayer that Blooms Everyone's Wishes!
You may roll a die once:If it is odd, reveal 1 [red cheer or blue cheer] from your cheer deck and send it to your back holomem. Then, shuffle the cheer deck.

Arts: The Shrine Maiden's holo!
Cost: 1 any color
Power: 20

Extra: This holomem cannot bloom",,SR
hBP02-070,"魔法少女かなた
(Magical Girl Kanata)",,Spot holomem,R,None,60,#holoWitches #Gen 4 #Magic,"Collab Effect: Reach Out and Take my Hand!
You may roll a die once:If it is odd, reveal 1 [white cheer or green cheer] from your cheer deck and send it to your back holomem. Then, shuffle the cheer deck.

Arts: The Angel's holo!
Cost: 1 any color
Power: 20

Extra: This holomem cannot bloom",,SR
hBP02-071,"魔法少女ルーナ
(Magical Girl Luna)",,Spot holomem,R,None,60,#holoWitches #Gen 4 #Magic,"Collab Effect: Sharing Sweet Happiness!
You may roll a die once:If it is odd, reveal 1 [purple cheer or yellow cheer] from your cheer deck and send it to your back holomem. Then, shuffle the cheer deck.

Arts: The Princess' holo!
Cost: 1 any color
Power: 20

Extra: This holomem cannot bloom",,SR
hBP02-072,"魔法少女シオン
(Magical Girl Shion)",,Spot holomem,R,None,70,#holoWitches #Gen 2 #Magic,"Collab Effect: Seizing the Sleeping Mystery!
You may roll a die once:If it is even, reveal 1 event from your deck, and add it to hand. Then, shuffle the deck.

Arts: The Witch's holo!
Cost: 1 any color
Power: 20

Extra: This holomem cannot bloom",,SR
hBP02-073,"魔法少女マリン
(Magical Girl Marine)",,Spot holomem,R,None,70,#holoWitches #Gen 3 #Magic,"Collab Effect: Lock On that Shiny Treasure!
You may roll a die once:If it is even, reveal 1 fan from your deck, and add it to hand. Then, shuffle the deck.

Arts: The Pirate's holo!
Cost: 1 any color
Power: 20

Extra: This holomem cannot bloom",,SR
hBP02-074,"魔法少女クロヱ
(Magical Girl Chloe)",,Spot holomem,R,None,70,#holoWitches #holoX #Magic,"Collab Effect: The Wild Fang Riding the Rough Seas!
You may roll a die once:If it is even, reveal 1 tool from your deck, and add it to hand. Then, shuffle the deck.

Arts: The Orca's holo!
Cost: 1 any color
Power: 20

Extra: This holomem cannot bloom",,SR
hBP02-075,"アイドルサインペン
(Idol's Autograph Pen)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Painting from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order.",,
hBP02-076,"カスタムパソコン
(Custom PC)",,Support (Item),C,,,,"Reveal 1 Debut holomem from your hand, and return it to the bottom of the deck. Reveal 1 1st holomem other than Buzz from your deck with the same card name as the returned holomem, and add it to hand. Then, shuffle the deck.",,
hBP02-077,"レトロパソコン
(Retro PC)",,Support (Item),C,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your life is 3 or less.

Return 1 holomem from your archive to hand.",,
hBP02-078,"かなた建設
(Kanata Construction)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Amane Kanata>, <AZKi>, and <Sakamata Chloe> from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order.",,
hBP02-079,"爆発の魔法
(Explosion Magic)",,Support (Event),U,,,#Magic,"Deal 20 special damage to your opponent's center holomem or collab holomem. However, your opponent's Life does not reduce even if downed.
Only 1 of your event with #Magic can be used each turn.",,
hBP02-080,"秘密結社holoX
(holoX)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #holoX from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order.",,
hBP02-081,"ホロライブ インドネシア2期生
(hololive Indonesia Gen 2)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #ID Gen 2 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order.",,
hBP02-082,"ホロライブゲーマーズ
(hololive GAMERS)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #GAMERS from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order.",,
hBP02-083,"魔法のタンス
(Magic Dresser)",,Support (Event),U,,,#Magic,"This card can only be used if you archive 1 of your holo Power.

Send 1 purple cheer from your archive to your <Murasaki Shion>.
Only 1 of your event with #Magic can be used each turn.",,
hBP02-084,"みっころね24
(Mikkorone 24)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Draw 2 cards, and roll a die once:If it is 3, 5 or 6, reveal 1 Debut holomem from your deck, and add it to hand. Then, shuffle the deck. If it is 2 or 4, draw 1 card.",,SEC
