Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text,Alternate Art,Rarity
hBP06-011,"ラオーラ・パンテーラ
(Raora Panthera)",,1st holomem,C,White,160,#EN #Justice #Kemomimi #Painting,"Collab Effect: RAORAO
Reveal 1 [Debut holomem or 1st holomem] with #Justice from your deck, and add it to hand. Then, shuffle the deck.

Arts: Mamma Mia
Cost: 1 any color
Power: 30",,
hBP06-012,"ラオーラ・パンテーラ
(Raora Panthera)",,1st holomem,U,White,180,#EN #Justice #Kemomimi #Painting,"Arts: The REAL Queen is Here!
Cost: 1 white
Power: 30

Arts: LA FINE
Cost: 1 white, 2 any color
Power: 70
Draw 2 cards.",,
hBP06-013,"ラオーラ・パンテーラ
(Raora Panthera)",,1st Buzz holomem,R,White,250,#EN #Justice #Kemomimi #Painting,"Bloom Effect: CATCH ALL CHATTINI AROUND THE WORLD!!!
Reveal 1 <Chattino> from your deck, and add it to hand. Then, shuffle the deck.

Arts: Together We Will Conquer the World!
Cost: 1 white
Power: 30
[Center Position Only] During this turn, your collab holomem with #Painting gets Arts+20.

Extra: If this holomem is downed, you get life-2",,
hBP06-014,"ラオーラ・パンテーラ
(Raora Panthera)",,2nd holomem,RR,White,210,#EN #Justice #Kemomimi #Painting,"Gift: Dream Weaving Atelier
When this holomem uses Arts, look at your holo Power. Reveal 1 card from among them, and add it to hand. If you added a card to hand, put 1 card from your hand to holo Power. Then, shuffle your holo Power.

Arts: Rinascimento of Colors
Cost: 1 white, 1 any color
Power: 100, +50 vs purple
[Center Position Only]During this turn, your collab holomem with #Painting gets Arts+50, and that holomem requires -1 colorless for its Arts.",,UR
hBP06-015,"響咲リオナ
(Isaki Riona)",,Debut holomem,C,White,110,"#DEV_IS
#FLOW GLOW","Arts: WB-Riona!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck",,HR
hBP06-016,"響咲リオナ
(Isaki Riona)",,Debut holomem,U,White,110,"#DEV_IS
#FLOW GLOW","Collab Effect: Let's Fight Together
If you went second and it is your first turn, reveal 1 [holomem with Collab Effect and #FLOW GLOW] from your deck, and add it to hand. Then, shuffle the deck.

Arts: Cya-Riona!
Cost: 1 any color
Power: 20",,
hBP06-017,"響咲リオナ
(Isaki Riona)",,1st holomem,C,White,160,"#DEV_IS
#FLOW GLOW","Arts: Dream Is to Hold a Live at the Arena
Cost: 1 any color
Power: 40

Arts: hololive Will Sweep Through Like a Typhoon
Cost: 1 white, 1 any color
Power: 60",,
hBP06-018,"響咲リオナ
(Isaki Riona)",,1st holomem,U,White,160,"#DEV_IS
#FLOW GLOW","Collab Effect: The leader of FLOW GLOW
During this turn, 1 of your holomem with #FLOW GLOW gets Arts+20.

Arts: Brr! Brr!
Cost: 1 any color
Power: 30
Archive the top card of your deck.",,
hBP06-019,"響咲リオナ
(Isaki Riona)",,1st holomem,R,White,150,"#DEV_IS
#FLOW GLOW","Bloom Effect: Stoic and hates losing
If your Oshi holomem is <Isaki Riona>, you may archive the top card of your deck:Draw 1 card.

Arts: Surprisingly hot-blooded?
Cost: 1 white
Power: 40
Archive the top card of your deck.",,
hBP06-020,"響咲リオナ
(Isaki Riona)",,2nd holomem,RR,White,200,"#DEV_IS
#FLOW GLOW","Gift: Conductor of Will
During your opponent's turn, when this holomem is downed, you may archive the top 2 cards of your deck. If you do, draw 1 card for each differently named holomem with #FLOW GLOW on your stage.

Arts: Resonance Roar
Cost: 1 white, 2 any color
Power: 150+, +50 vs red
Archive 1~3 cards from the top of your deck. This Arts gets +20 for each card archived.",,UR
hBP06-021,"博衣こより
(Hakui Koyori)",,2nd holomem,R,White,190,#JP #holoX #Kemomimi,"Collab Effect: Reaching Out to You
Choose 1 holomem with #holoX on your stage. During this turn, the chosen holomem gets Arts+30. If a support card with #KOYO LABO is attached to this holomem, the chosen holomem gets Arts+50 instead.

Arts: Page from Our Youth
Cost: 1 white, 1 any color
Power: 90+, +50 vs red
You may return 1 support card with #KOYO LABO from your archive to the bottom of your deck: This Arts gets +40.",,
hBP06-022,"風真いろは
(Kazama Iroha)",,Debut holomem,C,Green,140,#JP #holoX,"Arts: Handmade Charm
Cost: 1 any color
Power: 10",,
hBP06-023,"風真いろは
(Kazama Iroha)",,Debut holomem,U,Green,110,#JP #holoX,"Collab Effect: Hop Step Jump!
If you went second and it is your first turn, reveal 1 Buzz <Kazama Iroha> from your deck, and add it to hand. Then, shuffle the deck.

Arts: GOZAGOZA536
Cost: 1 any color
Power: 30",,
hBP06-024,"風真いろは
(Kazama Iroha)",,1st holomem,C,Green,200,#JP #holoX,"Arts: Magical☆Gozaru's Uplifting Spell
Cost:  1 green, 2 any color
Power: 80",,
hBP06-025,"風真いろは
(Kazama Iroha)",,1st holomem,U,Green,150,#JP #holoX,"Gift: A Chill Anniversary
[Center Position・Collab Position Only]Your holomem with #holoX other than this holomem get Arts+20.

Arts: Tsuntsuntsun...
Cost: 2 any color
Power: 50",,
hBP06-026,"風真いろは
(Kazama Iroha)",,1st Buzz holomem,R,Green,250,#JP #holoX,"Gift: Delivering you energy!
[Center Position Only]When your holomem collabs, if your hand has 5 or more cards, you may send the top card of your cheer deck to your collab holomem.

Arts: I hope you enjoy
Cost: 2 green
Power: 60

Extra: If this holomem is downed, you get life-2",,
hBP06-027,"風真いろは
(Kazama Iroha)",,2nd holomem,RR,Green,210,#JP #holoX,"Gift: Thoughts I want to convey
When this holomem downed your opponent's center holomem, you may bloom 1 of your <Kazama Iroha> that bloomed this turn once more using a holomem from your hand.

Arts: Step Together
Cost: 1 green, 2 any color
Power: 160+, +50 vs white
If your Oshi holomem is <Kazama Iroha>, and you have a collab holomem, this Arts gets +40. Then, if this holomem has bloomed from a Buzz holomem, damage from this Arts cannot be reduced.",,UR
hBP06-028,"姫森ルーナ
(Himemori Luna)",,Debut holomem,C,Green,130,#JP #Gen 4 #Baby,"Arts: Nnaaaaaai
Cost: 1 any color
Power: 30",,
hBP06-029,"姫森ルーナ
(Himemori Luna)",,1st holomem,U,Green,170,#JP #Gen 4 #Baby,"Arts: Celebration
Cost: 1 any color
Power: 30
If you have a holomem with a fan attached, you may send the top card of your cheer deck to this holomem.

Arts: Royal Flower Bouquet
Cost: 3 any color
Power: 80",,
hBP06-030,"姫森ルーナ
(Himemori Luna)",,1st holomem,R,Green,180,#JP #Gen 4 #Baby,"Gift: Feelings of gratitude toward everyone
[Collab Position Only]During your opponent's turn, when you would archive <Lu-knights> attached to your center holomem, you may reattach it to your back holomem <Himemori Luna> instead.

Arts: I want to share them!
Cost: 1 any color
Power: 20
You may attach 1 <Lu-knights> from your archive to your <Himemori Luna>.",,
hBP06-031,"姫森ルーナ
(Himemori Luna)",,2nd holomem,RR,Green,190,#JP #Gen 4 #Baby,"Bloom Effect: Nna-hup!
If your Oshi holomem is <Himemori Luna>, you may archive 1~2 <Lu-knights> from your stage: Send the top card of your cheer deck to 1 of your <Himemori Luna> for each card archived.

Arts: Always Together
Cost: 4 any color
Power: 160+, +50 vs blue
If 2 or more <Lu-knights> are attached to this holomem, this Arts gets +50.",,UR
hBP06-032,"セシリア・イマーグリーン
(Cecilia Immergreen)",,1st holomem,R,Green,130,#EN #Justice #Language,"Collab Effect: FOR! JUSTICE!
Send the top card of your cheer deck to your holomem with #Justice other than this holomem.

Arts: Best Spring Memory
Cost: 1 any color
Power: 20",,
hBP06-033,"儒烏風亭らでん
(Juufuutei Raden)",,1st holomem,R,Green,160,#DEV_IS #ReGLOSS #Alcohol,"Bloom Effect: Tarnished Black Feathers
If you used an event with #Mushroom this turn, draw 2 cards. You may only use Bloom Effect ""Tarnished Black Feathers"" once per turn.

Arts: Kusabira
Cost: 1 green
Power: 40
You may send 1 cheer from your archive to your holomem with #ReGLOSS.",,
hBP06-034,"百鬼あやめ
(Nakiri Ayame)",,Debut holomem,C,Red,130,#JP #Gen 2 #Shooter,"Arts: Exciting Date at the Summer Beach
Cost: 1 any color
Power: 10+
You may archive 1 card from your hand: During this turn, your center holomem <Nakiri Ayame> gets Arts+30.",,
hBP06-035,"百鬼あやめ
(Nakiri Ayame)",,Debut holomem,U,Red,120,#JP #Gen 2 #Shooter,"Collab Effect: Kawayo
If you went second and it is your first turn, reveal 1 [tool, mascot or fan] from your deck, and attach it to your <Nakiri Ayame>. Then, shuffle the deck.

Arts: ...Back to Bed (:3_ヽ)_
Cost: 1 any color
Power: 20",,
hBP06-036,"百鬼あやめ
(Nakiri Ayame)",,1st holomem,C,Red,140,#JP #Gen 2 #Shooter,"Collab Effect: Laid-Back Night Cherry Blossom Hot Spring Date
Reveal 1 [<Asura & Rakshasa>, <Demon Blade Asura> or <Poyoyo>] from your deck, and add it to hand. Then, shuffle the deck.

Arts: Happy time after taking a bath
Cost: 1 any color
Power: 30
You may archive the top card of your cheer deck:Draw 1 card.",,
hBP06-037,"百鬼あやめ
(Nakiri Ayame)",,1st holomem,U,Red,140,#JP #Gen 2 #Shooter,"Bloom Effect: Date to the Shrine
You may return 2 red cheers from your archive to the bottom of the cheer deck in any order.

Arts: Hope You'll Be Full of Energy Forever...
Cost: 2 red
Power: 50
You may archive the top card of your cheer deck: Deal 30 damage to your opponent's center holomem or collab holomem.",,
hBP06-038,"百鬼あやめ
(Nakiri Ayame)",,1st holomem,R,Red,140,#JP #Gen 2 #Shooter,"Collab Effect: I Sometimes Multiply
You may archive the top card of your cheer deck:Return 1 <Nakiri Ayame> from your archive to hand.

Arts: Sally we forth!
Cost: 1 red
Power: 30
You may archive the top card of your cheer deck:Deal 20 special damage to your opponent's center holomem or collab holomem.",,
hBP06-039,"百鬼あやめ
(Nakiri Ayame)",,2nd holomem,RR,Red,160,#JP #Gen 2 #Shooter,"Gift: I didn't hear anything
[Center Position Only]If you have a collab holomem and your opponent does not have a collab holomem, all of your holomem do not take Arts damage from your opponent.

Arts: Hundred Oni Dance -Hazy Moon-
Cost: 2 red
Power: 80+, +50 vs green
If your Oshi holomem is <Nakiri Ayame>, you may archive 1~3 cards from the top of your cheer deck:This arts gets +40 for each card archived. This Arts may not be used from the collab position unless your life is 2 or less.",,UR
hBP06-040,"ハコス・ベールズ
(Hakos Baelz)",,Debut holomem,C,Red,110,#EN #Promise #Kemomimi,"Arts: You Can Do It!
Cost: 1 any color
Power: 30
Roll a die once. If it is odd, deal 10 special damage to your opponent's center holomem and collab holomem.",,
hBP06-041,"ハコス・ベールズ
(Hakos Baelz)",,Debut holomem,U,Red,110,#EN #Promise #Kemomimi,"Collab Effect: GYM RAT
If you went second and it is your first turn, draw 3 cards, and archive 2 cards from hand.

Arts: Brat Wellness
Cost: 1 any color
Power: 30",,
hBP06-042,"ハコス・ベールズ
(Hakos Baelz)",,1st holomem,C,Red,160,#EN #Promise #Kemomimi,"Bloom Effect: Strawberry Princess
Archive 1 card from your hand. Draw 1 card.

Arts: Birthday Full of Strawberries
Cost: 1 red
Power: 40+
You may archive 2 cards from your hand: This Arts gets +20.",,
hBP06-043,"ハコス・ベールズ
(Hakos Baelz)",,1st holomem,U,Red,160,#EN #Promise #Kemomimi,"Collab Effect: Once a Peasant,
You may archive 1 holomem with #Promise from your hand: Deal 30 special damage to your opponent's center holomem or collab holomem.

Arts: ALWAYS A PEASANT.
Cost: 1 red
Power: 30",,
hBP06-044,"ハコス・ベールズ
(Hakos Baelz)",,1st holomem,R,Red,160,#EN #Promise #Kemomimi,"Arts: Wheel of Fortune
Cost: 1 red
Power: 30+
If you have used your SP Oshi Skill ""🎲ƎNOZ N∩Ⅎ ƎH⊥ O⊥ ƎWOϽ˥ƎM🎲"" this game, roll a die once. This Arts gets +10x the number rolled.

Arts: Ariga-chu!
Cost: 2 red
Power: 70",,
hBP06-045,"ハコス・ベールズ
(Hakos Baelz)",,2nd holomem,RR,Red,200,#EN #Promise #Kemomimi,"Arts: Chaos Reloaded
Cost: 2 any color
Power: 70+, +50 vs purple
Return 1~5 holomem from your archive to the bottom of your deck in any order. This Arts gets +10 for each holomem returned.

Arts: 💥¡¡SSꓵHƆSꓶƎԀԀOꓷ💥
Cost: 1 red, 2 any color
Power: 100, +50 vs purple
If you have used your SP Oshi Skill ""🎲ƎNOZ N∩Ⅎ ƎH⊥ O⊥ ƎWOϽ˥ƎM🎲"" this game, deal 100 special damage to your opponent's center holomem or collab holomem.",,UR
hBP06-046,"鷹嶺ルイ
(Takane Lui)",,2nd holomem,R,Red,200,#JP #holoX #Bird #Alcohol,"Gift: You're Mistaken!
During this game, if you used your SP Oshi skill ""Hawkeye"", this holomem gets Arts+20.

Arts: Everlasting Bonds
Cost: 1 red, 2 any color
Power: 120, +50 vs purple
If your Oshi holomem is <Takane Lui>, you may archive 2 cards from your hand: Deal 50 special damage to your opponent's center holomem or collab holomem.",,
hBP06-047,"一条莉々華
(Ichijou Ririka)",,2nd holomem,R,Red,190,#DEV_IS #ReGLOSS #Cooking #Language,"Collab Effect: Struggle Meals at Home
If your Oshi holomem is <Ichijou Ririka>, and your archive has 2 or more <Struggle Meal>, draw 2 cards.

Arts: There's Really Nothing. Help.
Cost: 1 red
Power: 70, +50 vs purple
[Collab Position Only] Deal 50 special damage to your opponent's collab holomem. If your opponent has no collab holomem, deal 50 special damage to your opponent's center holomem instead.",,
hBP06-048,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,Debut holomem,C,Blue,100,#ID #ID Gen 1 #Singing,"Arts: MoonPhase
Cost: 1 any color
Power: 20
If cheers other than blue cheer are attached to this holomem, deal 10 special damage to 1 of your opponent's back holomem. However, your opponent's life does not reduce even if downed.",,
hBP06-049,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,Debut holomem,U,Blue,110,#ID #ID Gen 1 #Singing,"Collab Effect: Blue Amber
If you went second and it is your first turn, reveal 1 blue cheer from your cheer deck and send it to your <Moona Hoshinova>. Then, shuffle the cheer deck.

Arts: Dance of Stars
Cost: 1 any color
Power: 20",,
hBP06-050,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,1st holomem,C,Blue,150,#ID #ID Gen 1 #Singing,"Arts: 2 Sides of The Moon
Cost: 1 any color
Power: 20
Deal 10 special damage to 1 of your opponent's back holomem.

Arts: Lunar Duality
Cost: 3 any color
Power: 80",,
hBP06-051,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,1st holomem,U,Blue,170,#ID #ID Gen 1 #Singing,"Arts: Spring Party
Cost: 1 any color
Power: 30

Arts: Affection
Cost: 1 blue, 1 any color
Power: 50
If your Oshi holomem is <Moona Hoshinova>, you may archive 1 cheer from this holomem:Draw 1 card.",,
hBP06-052,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,1st Buzz holomem,R,Blue,240,#ID #ID Gen 1 #Singing,"Gift: New Moon
Usable when this holomem deals Arts damage to your opponent's holomem:Deal the same amount of special damage to that holomem as the amount of damage taken by that holomem.

Arts: Waning Moon
Cost: 1 blue, 1 any color
Power: 20+
If your Oshi holomem is <Moona Hoshinova> and 4 or more cheers are attached to this holomem, this Arts gets +60.

Extra: If this holomem is downed, you get life-2",,
hBP06-053,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,2nd holomem,RR,Blue,200,#ID #ID Gen 1 #Singing,"Collab Effect: Starry Fate
Choose your opponent's center holomem or collab holomem. Deal special damage to that holomem equal to the amount of damage it has taken.

Arts: Tidal Eclipse
Cost: 1 blue, 1 any color
Power: 90, +50 vs white
If 4 or more cheers are attached to this holomem, deal 90 special damage to your opponent's center holomem or collab holomem.",,UR
hBP06-054,"雪花ラミィ
(Yukihana Lamy)",,2nd holomem,R,Blue,200,#JP #Gen 5 #Half-Elf #Alcohol,"Bloom Effect: Taking Action!!
If <Yukimin> is attached to this holomem, deal 20 special damage to your opponent's center holomem. Then, draw 1 card. If 3 or more <Yukimin> are attached to this holomem, draw 2 cards instead.

Arts: A wholesome birthday and the future beyond
Cost: 2 blue, 1 any color
Power: 140+, +50 vs white
This Arts gets +10 for each <Yukimin> attached to this holomem.",,
hBP06-055,"沙花叉クロヱ
(Sakamata Chloe)",,2nd holomem,R,Blue,190,#JP #holoX #Sea,"Collab Effect: Woof, Wooof!!!
If your Oshi holomem is <Murasaki Shion>, send 3 cheers from your opponent's archive to your opponent's center holomem. Then, you may send 1 cheer from your archive to your <Murasaki Shion>.

Arts: Magic Created by the Pair
Cost: 1 blue, 1 purple
Power: 100+, +50 vs red
Reveal the top 4 cards of your deck. This Arts gets +20 for each holomem revealed among them. Then, archive the revealed cards. If an event is among them, draw 2 cards.",,
hBP06-056,"沙花叉クロヱ
(Sakamata Chloe)",,2nd holomem,R,Blue,200,#JP #holoX #Sea,"Gift: Going to school with Gyarumata
If you have used your SP Oshi Skill ""Life Reset Button"" this game, this holomem requires -1 colorless for its Arts ""Spend your youth with Sakamata?"".

Arts: Spend your youth with Sakamata?
Cost: 2 blue, 2 any color
Power: 120+, +50 vs purple
Reveal the top 6 cards of your deck. This Arts gets +20 for each holomem revealed. Then, archive the revealed cards.",,
hBP06-057,"森カリオペ
(Mori Calliope)",,Debut holomem,C,Blue,110,#EN #Myth #Singing,"Arts: Mori's Underground Live
Cost: 1 any color
Power: 20
Draw 1 card, and archive 1 card from hand.",,
hBP06-058,"森カリオペ
(Mori Calliope)",,1st holomem,U,Blue,160,#EN #Myth #Singing,"Collab Effect: Yes, Chef.
Draw 3 cards, and archive 2 cards from hand.

Arts: A Chef's Journey's End.
Cost: 1 any color
Power: 30
If a purple cheer is attached to this holomem, draw 1 card. Then, archive the top 2 cards of your deck.",,
hBP06-059,"森カリオペ
(Mori Calliope)",,1st holomem,R,Blue,160,#EN #Myth #Singing,"Bloom Effect: Sleepover Party!
If your stage has 3 or more holomem with #EN, reveal 1 [blue cheer or purple cheer] from your cheer deck, and send it to your holomem. Then, shuffle the cheer deck.

Arts: Sleepy time
Cost: 3 any color
Power: 80",,
hBP06-060,"森カリオペ
(Mori Calliope)",,2nd holomem,RR,Blue,210,#EN #Myth #Singing,"Arts: Bull's-Eye!!!!
Cost: 1 any color
Power: 60, +50 vs red
If your Oshi holomem is <Mori Calliope>, you may archive the top 2 cards of your deck. If archived, send the top card of your cheer deck to your holomem.

Arts: Memento Mori.
Cost: 4 any color
Power: 200+, +50 vs red
During this turn, 1 holomem with #Myth on your stage gets Arts+20. Then, if your Oshi holomem is <Mori Calliope>, and your archive has 8 or more holomem, draw 1 card.",,UR
hBP06-061,"ロボ子さん
(Robocosan)",,Debut holomem,C,Purple,120,#JP #Gen 0 #Shooter,"Arts: Sweet times with me
Cost: 1 any color
Power: 20
If <Roboser> is attached to this holomem, deal 20 special damage to your opponent's center holomem.",,
hBP06-062,"ロボ子さん
(Robocosan)",,Debut holomem,U,Purple,110,#JP #Gen 0 #Shooter,"Collab Effect: Come Play with Roboco
If you went second and it is your first turn, reveal 2 <Roboser> from your deck, and add them to hand. Then, shuffle the deck.

Arts: You're Not Alone
Cost: 1 any color
Power: 30",,
hBP06-063,"ロボ子さん
(Robocosan)",,1st holomem,C,Purple,150,#JP #Gen 0 #Shooter,"Bloom Effect: Pudding and a Kid's Omurice
If you have a holomem with <Roboser> attached, deal 20 special damage to your opponent's center holomem.

Arts: Mm---Delicious [๑´ڡ`๑]♡
Cost: 1 any color
Power: 30
If your Oshi holomem is <Robocosan>, draw 1 card.",,
hBP06-064,"ロボ子さん
(Robocosan)",,1st holomem,U,Purple,160,#JP #Gen 0 #Shooter,"Collab Effect: I'm going to play a prank on you!
If your Oshi holomem is <Robocosan>, you may archive 1~2 cards from your hand:For each card archived, return 1 <Roboser> from your archive to hand.

Arts: Boo!! ...were you surprised?
Cost: 1 purple
Power: 40",,
hBP06-065,"ロボ子さん
(Robocosan)",,1st Buzz holomem,R,Purple,250,#JP #Gen 0 #Shooter,"Gift: A word of gratitude
When this holomem uses Arts, if this holomem has bloomed from a 1st holomem, deal 50 special damage to your opponent's center holomem or collab holomem.

Arts: Irreplaceable Days
Cost: 1 purple, 2 any color
Power: 90
If your holomem was downed during your opponent's previous turn, this Arts requires -1 colorless.

Extra: If this holomem is downed, you get life-2",,
hBP06-066,"ロボ子さん
(Robocosan)",,2nd holomem,RR,Purple,200,#JP #Gen 0 #Shooter,"Gift: dream_CONNECT.zero
[Center Position Only]When your collab holomem with #Gen 0 uses Arts, reveal 1 card from your deck and archive it. Then, shuffle the deck.

Arts: <Seal> Dark Bridal
Cost: 2 purple, 1 any color
Power: 160, +50 vs yellow
If 3 or more <Roboser> are attached to this holomem, deal 70 special damage to your opponent's center holomem or collab holomem.",,UR
hBP06-067,"戌神ころね
(Inugami Korone)",,Debut holomem,C,Purple,100,#JP #GAMERS #Kemomimi,"Collab Effect: Mad Dog of hololive
You may archive 1 holomem with #GAMERS from your hand: Draw 1 card.

Arts: Hand Over a Finger!
Cost: 1 any color
Power: 20",,
hBP06-068,"戌神ころね
(Inugami Korone)",,1st holomem,U,Purple,140,#JP #GAMERS #Kemomimi,"Bloom Effect: Leave it to me
Reveal 1 <Fingers> from your deck, and add it to hand. Then, shuffle the deck. You may only use Bloom Effect ""Leave it to me"" once per turn.

Arts: Thank you for the congratulations!
Cost: 2 any color
Power: 50
If you have a holomem with a support card attached, draw 1 card, and archive 1 card from your hand.",,
hBP06-069,"戌神ころね
(Inugami Korone)",,1st holomem,R,Purple,160,#JP #GAMERS #Kemomimi,"Collab Effect: Just keep your eyes on me, okay? ♡
If you have a holomem with <Fingers> attached, draw 1 card.

Arts: Shibakiage Punching
Cost: 1 any color
Power: 30+
If this holomem was set to active this turn by your Oshi Skill ""Infinite Stamina"", this Arts gets +50.",,
hBP06-070,"戌神ころね
(Inugami Korone)",,2nd holomem,RR,Purple,210,#JP #GAMERS #Kemomimi,"Gift: Wonder Viking
[Center Position Only] [1/Turn] You may return 1 <Fingers> from your stage to the bottom of your deck: During this turn, this holomem's Arts requires -2 colorless.

Arts: Ragnarok WowWowAxe
Cost: 4 any color
Power: 170+, +50 vs green
If your Oshi Skill ""Infinite Stamina"" was used this turn, this Arts gets +40.",,UR
hBP06-071,"ラプラス・ダークネス
(La+ Darknesss)",,2nd holomem,R,Purple,200,#JP #holoX #Shooter,"Arts: Together with La+
Cost: 2 purple
Power: 80+, +50 vs yellow
Roll a die 3 times. This Arts gets +20 for each odd result rolled.

Arts: See Me, Hear Me, Everyone!
Cost: 5 purple
Power: 150, +50 vs yellow
Roll a die 5 times. For each odd result rolled, draw 1 card and deal 30 special damage to your opponent's center holomem and collab holomem.",,
hBP06-072,"夏色まつり
(Natsuiro Matsuri)",,Debut holomem,C,Yellow,100,#JP #Gen 1 #Shooter,"Gift: Did You Think That You'd Win?
This holomem takes -30 Arts damage from your opponent's 1st holomem.

Arts: Too Bad
Cost: 1 any color
Power: 20",,
hBP06-073,"夏色まつり
(Natsuiro Matsuri)",,Debut holomem,U,Yellow,110,#JP #Gen 1 #Shooter,"Collab effect: Will you stay with me...?
If you went second, it is your first turn, and your Oshi holomem is <Natsuiro Matsuri>, reveal 1 Limited support card from your deck and add it to hand. Then, shuffle the deck.

Arts: Thank you
Cost: 1 any color
Power: 10",,
